date,token_name,shannon_entropy,log_diff_entropy,open,high,low,close,dai_events_negative,dai_events_positive,lunaterra_events_negative,lunaterra_events_positive,unknown_events_negative,unknown_events_positive,usdc_events_negative,usdc_events_positive,usdt_events_negative,usdt_events_positive,ustc_events_negative,ustc_events_positive,log_return,close_lag1d,close_lag7d,close_lag30d,volatility_3d,volatility_7d,volatility_30d,peg_deviation,abs_peg_deviation,ma_7d,ma_14d,ma_30d,dist_from_ma_7d,dist_from_ma_14d,dist_from_ma_30d,intraday_range,ema_7d,ema_14d,ema_30d,rsi_14d,bb,bb_up,bb_dn,bb_pctb,dist_from_lower_band,pct_open_1d,pct_high_1d,pct_low_1d,pct_open_3d,pct_high_3d,pct_low_3d,pct_close_3d,pct_open_7d,pct_high_7d,pct_low_7d,pct_close_7d,pct_open_30d,pct_high_30d,pct_low_30d,pct_close_30d,gini_coefficient,log_diff_gini,total_inflow,total_outflow,net_swap_flow,n_transactions,log_diff_net_flow,order_imbalance,pin_7d,log_diff_pin,shark_volume,total_volume,shark_volume_pct,n_shark_trades,log_diff_shark_pct,markout_1d,markout_3d,markout_7d,markout_14d,markout_30d,DAI_open,DAI_high,DAI_low,DAI_close,PAX_open,PAX_high,PAX_low,PAX_close,USDC_open,USDC_high,USDC_low,USDC_close,USDT_open,USDT_high,USDT_low,USDT_close,UST_open,UST_high,UST_low,UST_close,WLUNA_open,WLUNA_high,WLUNA_low,WLUNA_close
2022-04-02T00:00:00Z,UST,6.857062670298644,0.7057011368544244,1,1,0.9989,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0.00109999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9195804676885726,0.7068981303563024,224830705.5068034,246548101.55030906,-21717396.04350567,2306,0.47343206004704114,0.0017346053772766695,NA,NA,221374208.42388612,257970395.851276,0.8581380343793861,1491,0.65055047551035206,0,0,0,0,0,0.9999,1,0.9989,1,1,1,0.9962,1,0.9995,1,0.999,0.9999,1,1,1,1,NA,NA,NA,NA,103.23,107.28,100.03,105.87
2022-04-02T00:00:00Z,WLUNA,6.092861798067277,0.8076857937704096,103.23,107.28,100.03,105.87,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,104.87,104.87,NA,NA,NA,NA,NA,NA,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8969278059769239,0.6900366595132317,248881.27989529166,242066.83587729165,6814.444018000009,606,1.206947342674013,0,NA,NA,114954.6575778473,253076.9374002916,0.4542281045389119,357,0.6228186652523416,0.08697201977170757,0.09103337769816618,-0.1108645470647037,-0.27035873086367107,-0.254273909896906,0.9999,1,0.9989,1,1,1,0.9962,1,0.9995,1,0.999,0.9999,1,1,1,1,1,1,0.9989,1,NA,NA,NA,NA
2022-04-03T00:00:00Z,DAI,7.370856228315703,0.6677010755302909,1,1,0.9989,0.999,0,0,0,0,0,0,0,0,0,0,0,0,-0.00100050033358353,1,NA,NA,NA,NA,NA,-0.001,0.001,NA,NA,NA,NA,NA,NA,0.00109999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00010001000089e-4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9271913179422775,0.6874895483380938,764930138.1184669,778495643.0055835,-13565504.88711667,7272,0.11754750541737989,2.75027502750275e-4,NA,NA,774253836.0106487,795005437.6618673,0.9738975349498872,5427,0.7404995874274283,5.003752919012798e-4,1.0009509041948797e-4,0.001000500333583622,7.004553245815255e-4,3.0025521919021245e-4,NA,NA,NA,NA,1,1,0.9982,1,1,1,0.9991,0.9993,1,1,1,1,1,1,0.9986,1,105.9,116.74,105.72,115.49
2022-04-03T00:00:00Z,PAX,4.889418278721093,0.6739938232469197,1,1,0.9982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0.00180000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.00200762899016262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8247583689114506,0.703439021886118,7336792.922759849,7336792.922759849,0,145,0,0.006896551724137931,NA,NA,7260734.498751668,7336792.922759849,0.9896332873492674,98,0.7808134207430172,0,-2.000200026670447e-4,0,0,0,1,1,0.9989,0.999,NA,NA,NA,NA,1,1,0.9991,0.9993,1,1,1,1,1,1,0.9986,1,105.9,116.74,105.72,115.49
2022-04-03T00:00:00Z,USDC,11.350419312344956,0.7033187004300498,1,1,0.9991,0.9993,0,0,0,0,0,0,0,0,0,0,0,0,-6.002401140600914e-4,0.9999,NA,NA,NA,NA,NA,-7.000000000000339e-4,7.000000000000339e-4,NA,NA,NA,NA,NA,NA,9.000000000000119e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.002501250624762e-4,0,1.0010010010008907e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9207142291920707,0.6882936096616133,3203776322.2884946,3208473834.1284885,-4697511.839993954,45927,0.10576557211535156,2.1773684325124653e-5,NA,NA,3122964932.359328,3259890771.758501,0.9579968014310766,32860,0.6935986193901985,7.002451143935023e-4,4.0020010539142955e-4,7.002451143935023e-4,7.002451143935023e-4,7.002451143935023e-4,1,1,0.9989,0.999,1,1,0.9982,1,NA,NA,NA,NA,1,1,1,1,1,1,0.9986,1,105.9,116.74,105.72,115.49
2022-04-03T00:00:00Z,USDT,11.951573956803133,0.7112170588799445,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.917784219768871,0.6853958859424442,1999257729.8654404,1999257870.3588624,-140.4934220314026,69720,4.745358675224339,0,NA,NA,1807284695.3463469,1999257870.3588624,0.9039777820266593,46786,0.6833821299908371,0,0,0,0,-1.0000500033334732e-4,1,1,0.9989,0.999,1,1,0.9982,1,1,1,0.9991,0.9993,NA,NA,NA,NA,1,1,0.9986,1,105.9,116.74,105.72,115.49
2022-04-03T00:00:00Z,UST,3.035550742775793,0.3665091908936736,1,1,0.9986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0.00139999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-3.003303633997066e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9934628393788425,0.7325330548283794,4217506779.620441,4167875918.505506,49630861.11493492,1757,1.1894592845641712,5.691519635742744e-4,NA,NA,3494462215.827309,4889970333.672863,0.7146182854656736,1129,0.6058200110042494,-1.0000500033334732e-4,-0.0016012813669738792,0,0,0,1,1,0.9989,0.999,1,1,0.9982,1,1,1,0.9991,0.9993,1,1,1,1,NA,NA,NA,NA,105.9,116.74,105.72,115.49
2022-04-03T00:00:00Z,WLUNA,5.733619424087843,0.6632232995232942,105.9,116.74,105.72,115.49,0,0,0,0,0,0,0,0,0,0,0,0,0.08697201977170757,105.87,NA,NA,NA,NA,NA,114.49,114.49,NA,NA,NA,NA,NA,NA,11.019999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025864574251671043,0.0881804623415361,0.056882935119464136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9160196977693467,0.7037338799139489,307228.5599366234,348425.15474696347,-41196.59481034009,514,1.9522605723134587,0,NA,NA,170694.7378987291,350345.56315596355,0.48721820924771014,273,0.7288178197016997,-0.017733594228575005,0.005267942576849741,-0.18192333321212478,-0.34980867311850145,-0.3123140755706051,1,1,0.9989,0.999,1,1,0.9982,1,1,1,0.9991,0.9993,1,1,1,1,1,1,0.9986,1,NA,NA,NA,NA
2022-04-04T00:00:00Z,DAI,9.89458313461129,0.851172901731656,0.999,1,0.9989,0.9995,0,0,0,0,0,0,0,0,0,0,0,0,5.003752919012798e-4,0.999,NA,NA,NA,NA,NA,-4.999999999999449e-4,4.999999999999449e-4,NA,NA,NA,NA,NA,NA,0.00109999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0010000000000000009,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8817849653873915,0.6683564466894073,615187077.2694091,621816837.1515646,-6629759.882155538,8551,0.3979179701072248,3.508361595135072e-4,NA,NA,586317019.500915,657397285.3263102,0.8918762407269247,6431,0.6501250413060475,4.001200413489556e-4,0,-1.0005503035017717e-4,2.0008003268016944e-4,4.001200413489556e-4,NA,NA,NA,NA,1,1,0.9975,1,0.9993,1,0.9985,1,1,1,1,1,1,1,0.999,0.9999,115.46,116.99,112.02,113.46
2022-04-04T00:00:00Z,PAX,5.307961136289531,0.7350574321800237,1,1,0.9975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0.00249999999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-7.012622720896844e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8627788928873252,0.715935046301631,26011049.842863064,24548454.152863063,1462595.6900000013,242,14.195723968723307,0.01652892561983471,NA,NA,24388604.573029317,26011049.842863064,0.9376247679491908,171,0.6665191173274602,0,-0.0014009809156281003,0,0,0,0.999,1,0.9989,0.9995,NA,NA,NA,NA,0.9993,1,0.9985,1,1,1,1,1,1,1,0.999,0.9999,115.46,116.99,112.02,113.46
2022-04-04T00:00:00Z,USDC,10.35258952075496,0.64819621977385,0.9993,1,0.9985,1,0,0,0,0,0,0,0,0,0,0,0,0,7.002451143935023e-4,0.9993,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0.00149999999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.000000000000339e-4,0,-6.005404864377279e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9576098442251724,0.7129855030074469,9363828165.50973,9468197064.329748,-104368898.82001877,57800,3.144923792307907,0.00916955017301038,NA,NA,9698083801.415834,10264949409.029692,0.9447765804753789,42440,0.6862233363857669,0,-4.0008002133969133e-4,-4.0008002133969133e-4,-7.002451143934259e-4,0,0.999,1,0.9989,0.9995,1,1,0.9975,1,NA,NA,NA,NA,1,1,1,1,1,1,0.999,0.9999,115.46,116.99,112.02,113.46
2022-04-04T00:00:00Z,USDT,11.844449781320986,0.6886555153223488,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9309785785581177,0.7003096284203361,3938266307.6302533,3938266307.6302533,0,87405,0,1.1440993078199188e-5,NA,NA,3619186893.0156775,3938266307.6302533,0.9189797261814493,61831,0.7014106830035622,0,0,0,0,0,0.999,1,0.9989,0.9995,1,1,0.9975,1,0.9993,1,0.9985,1,NA,NA,NA,NA,1,1,0.999,0.9999,115.46,116.99,112.02,113.46
2022-04-04T00:00:00Z,UST,8.2749136249923,1.3153354755473263,1,1,0.999,0.9999,0,0,0,0,0,0,0,0,0,0,0,0,-1.0000500033334732e-4,1,NA,NA,NA,NA,NA,-9.9999999999989e-5,9.9999999999989e-5,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4.005607850990947e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8857589853799834,0.6374163895867676,301800561.4482194,316105521.06075025,-14304959.612530828,2465,0.25326693443414255,0.00040567951318458417,NA,NA,313245391.07414603,343197641.5736709,0.9127259430974402,1780,0.82295612375065,1.0000500033327544e-4,1.0000500033327544e-4,1.0000500033327544e-4,1.0000500033327544e-4,1.0000500033327544e-4,0.999,1,0.9989,0.9995,1,1,0.9975,1,0.9993,1,0.9985,1,1,1,1,1,NA,NA,NA,NA,115.46,116.99,112.02,113.46
2022-04-04T00:00:00Z,WLUNA,5.524457219116905,0.6747388014502456,115.46,116.99,112.02,113.46,0,0,0,0,0,0,0,0,0,0,0,0,-0.017733594228575,115.49,NA,NA,NA,NA,NA,112.46,112.46,NA,NA,NA,NA,NA,NA,4.969999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09027384324834738,0.0021415110501970193,0.05959137343927352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9158088061041867,0.6930320608715816,303437.700089956,299798.6223749562,3639.0777149997884,498,0.08464651145779027,0,NA,NA,138253.54455199518,305356.9812589559,0.45276038550679215,316,0.657145012466581,0.021794952155033662,-0.05061626198934013,-0.19960383032917312,-0.3710304709785982,-0.31056364601782493,0.999,1,0.9989,0.9995,1,1,0.9975,1,0.9993,1,0.9985,1,1,1,1,1,1,1,0.999,0.9999,NA,NA,NA,NA
2022-04-05T00:00:00Z,DAI,9.074969948524158,0.6508477752556793,0.9994,1,0.9987,0.9999,0,0,0,0,0,0,0,0,0,0,0,0,4.001200413489556e-4,0.9995,NA,NA,8.390884134100302e-4,NA,NA,-9.9999999999989e-5,9.9999999999989e-5,NA,NA,NA,NA,NA,NA,0.00129999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.004004004003563e-4,0,-2.002202422664711e-4,-5.00050005000556e-4,0,-2.002202422664711e-4,-9.999999999998899e-5,NA,NA,NA,NA,NA,NA,NA,NA,0.9167311798646856,0.7127690172945088,691245360.1805683,712226339.5046448,-20980979.324076414,7489,1.426636097428053,1.3352917612498332e-4,NA,NA,724512157.8667316,777265181.3073183,0.932129954217351,5393,0.7154631876049898,-8.004002428307879e-4,-2.0004000866861237e-4,-0.001000600443699604,0,1.0000500033327544e-4,NA,NA,NA,NA,1,1,0.9986,1,1,1,0.9989,1,1,1,1,1,0.9999,1,0.9963,1,113.4,116.41,110.36,115.96
2022-04-05T00:00:00Z,PAX,5.348750827765471,0.696982130290459,1,1,0.9986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0.00139999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0011027568922305662,0,0,0.0024091547881952106,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8803030914101024,0.7032516300189527,116261521.377317,100314629.89731698,15946891.48000002,270,2.476801943967437,0.007407407407407408,NA,NA,110951219.05822045,116261521.377317,0.9543245068859678,181,0.7020131041096899,-2.000200026670447e-4,0,0,-0.0032051309489483358,0,0.9994,1,0.9987,0.9999,NA,NA,NA,NA,1,1,0.9989,1,1,1,1,1,0.9999,1,0.9963,1,113.4,116.41,110.36,115.96
2022-04-05T00:00:00Z,USDC,10.625926891798308,0.7062622024396886,1,1,0.9989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,6.508831492908739e-4,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0.00109999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.004903432403022e-4,0,4.006009013519839e-4,5.002501250624762e-4,0,-1.0010010010008907e-4,1.00010001000089e-4,NA,NA,NA,NA,NA,NA,NA,NA,0.953024751688772,0.6907502807353487,8274847783.017666,8533262861.40768,-258415078.3900137,52471,1.2458758191470776,1.9058146404680682e-5,NA,NA,8026970419.32314,8797780241.187704,0.9123858745350402,37868,0.6758565632665038,-3.0004500900199243e-4,0,-3.0004500900199243e-4,-1.0000500033334732e-4,0,0.9994,1,0.9987,0.9999,1,1,0.9986,1,NA,NA,NA,NA,1,1,1,1,0.9999,1,0.9963,1,113.4,116.41,110.36,115.96
2022-04-05T00:00:00Z,USDT,11.474026506024764,0.677386635063948,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.940731321185847,0.6983714089984422,4252513624.2415285,4252513624.2415285,0,82287,0,1.215258789359194e-5,NA,NA,3883116896.578489,4252513624.2415285,0.9131344987215827,58563,0.6899618317543171,0,0,0,0,0,0.9994,1,0.9987,0.9999,1,1,0.9986,1,1,1,0.9989,1,NA,NA,NA,NA,0.9999,1,0.9963,1,113.4,116.41,110.36,115.96
2022-04-05T00:00:00Z,UST,8.056731091949377,0.6798761362796588,0.9999,1,0.9963,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0000500033327544e-4,0.9999,NA,NA,1.0000500033331138e-4,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0.00370000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.999999999998899e-5,0,-0.0027027027027027384,-9.999999999998899e-5,0,-0.0026028631494644577,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8956263418842738,0.6987017262631973,190635285.53773406,211756967.2262037,-21121681.68846965,2384,0.9068577713531727,8.389261744966443e-4,NA,NA,204013725.97514337,227510610.21696565,0.8967218090645774,1668,0.6843413047212697,-0.0016012813669738792,0,0,0,-6.001800720324606e-4,0.9994,1,0.9987,0.9999,1,1,0.9986,1,1,1,0.9989,1,1,1,1,1,NA,NA,NA,NA,113.4,116.41,110.36,115.96
2022-04-05T00:00:00Z,WLUNA,5.671884892322064,0.7064021260695745,113.4,116.41,110.36,115.96,0,0,0,0,0,0,0,0,0,0,0,0,0.02179495215503366,113.46,NA,NA,0.05287378324129668,NA,NA,114.96,114.96,NA,NA,NA,NA,NA,NA,6.049999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01784167677117606,-0.004957688691341126,-0.014818782360292776,0.09851787271142111,0.0851043997017151,0.10326901929421171,0.09530556342684414,NA,NA,NA,NA,NA,NA,NA,NA,0.9186925878636256,0.694720387730447,392273.0368704974,396703.2510444975,-4430.214174000081,518,0.7961846195729774,0.003861003861003861,NA,NA,138431.19397664513,397812.8057104974,0.347980738652708,304,0.5701746687955112,0.0012065846503911484,-0.116285795575956,-0.3400834404488618,-0.25021859173406685,-0.2941418942001468,0.9994,1,0.9987,0.9999,1,1,0.9986,1,1,1,0.9989,1,1,1,1,1,0.9999,1,0.9963,1,NA,NA,NA,NA
